Subject,Supervoxel,Habitats,Count,raw-T1,raw-T2,raw-T1-original,raw-T2-original
sub26,15,2,39,5.0,2.0,481.4871794871795,415.05128205128204
sub26,16,2,24,4.0,4.0,478.125,536.875
sub26,17,2,33,6.0,3.0,498.6666666666667,494.030303030303
sub26,18,4,7,6.0,9.0,510.42857142857144,826.2857142857143
sub26,19,4,16,8.0,7.0,549.0,715.625
sub26,20,4,18,9.0,6.0,572.3333333333334,662.3333333333334
sub26,21,1,23,2.0,1.0,442.69565217391306,373.5217391304348
sub26,22,2,31,7.0,5.0,525.1935483870968,611.2258064516129
sub26,23,3,11,5.0,6.0,485.09090909090907,641.4545454545455
sub26,24,1,15,0.0,1.0,397.0,376.93333333333334
sub26,25,2,27,8.0,3.0,532.8518518518518,505.55555555555554
sub26,26,1,18,5.0,0.0,494.6111111111111,352.55555555555554
sub26,27,4,24,8.0,9.0,539.8333333333334,888.9166666666666
sub26,28,1,22,3.0,3.0,453.8181818181818,493.59090909090907
sub26,29,4,14,9.0,8.0,573.5,776.9285714285714
sub26,30,1,39,4.0,2.0,464.1794871794872,451.28205128205127
sub26,31,2,7,8.0,0.0,542.8571428571429,291.42857142857144
sub26,32,2,16,7.0,3.0,515.6875,489.625
sub26,33,2,12,9.0,4.0,552.25,546.9166666666666
sub26,34,3,16,4.0,5.0,476.5,577.1875
sub26,35,2,27,6.0,5.0,512.8518518518518,582.0
sub26,36,1,23,4.0,1.0,467.1304347826087,391.69565217391306
sub26,37,2,27,6.0,1.0,510.44444444444446,394.48148148148147
sub26,38,2,43,6.0,4.0,502.27906976744185,528.4883720930233
sub26,39,1,16,2.0,3.0,437.9375,464.0
sub26,40,4,23,8.0,7.0,533.8695652173913,713.3478260869565
sub26,41,2,39,5.0,2.0,488.53846153846155,451.2564102564103
sub26,42,2,24,6.0,2.0,505.0,458.0833333333333
sub26,43,1,27,4.0,3.0,468.81481481481484,490.2962962962963
sub26,44,2,22,9.0,5.0,560.2727272727273,604.3636363636364
sub26,45,1,23,0.0,0.0,407.17391304347825,326.0869565217391
sub26,46,4,17,6.0,6.0,511.0,638.9411764705883
sub26,47,1,13,1.0,2.0,423.38461538461536,426.9230769230769
sub26,48,4,11,6.0,7.0,507.0,702.1818181818181
sub26,49,4,15,9.0,7.0,572.6666666666666,717.0666666666667
sub26,50,2,31,5.0,3.0,486.80645161290323,512.5806451612904
sub28,1,1,43,4.0,3.0,973.0232558139535,613.1860465116279
sub28,2,2,39,8.0,5.0,1079.4615384615386,726.8717948717949
sub28,3,1,37,2.0,1.0,899.7297297297297,515.7297297297297
sub28,4,3,30,4.0,7.0,963.7333333333333,805.6
sub28,5,4,32,7.0,9.0,1051.96875,962.9375
sub28,6,2,21,9.0,3.0,1094.5238095238096,622.1428571428571
sub28,7,3,19,1.0,5.0,883.0526315789474,718.6315789473684
sub28,8,1,37,4.0,1.0,962.8648648648649,499.18918918918916
sub28,9,4,44,9.0,9.0,1137.340909090909,947.6363636363636
sub28,10,2,35,6.0,5.0,1023.6571428571428,705.9714285714285
sub28,11,1,34,1.0,0.0,867.9117647058823,437.1764705882353
sub28,12,1,27,2.0,3.0,894.925925925926,620.6666666666666
sub28,13,2,19,7.0,1.0,1053.157894736842,505.57894736842104
sub28,14,1,37,2.0,2.0,911.2972972972973,558.1351351351351
sub28,15,4,31,6.0,8.0,1023.3548387096774,846.483870967742
sub28,16,1,39,0.0,1.0,823.6666666666666,504.56410256410254
sub28,17,3,22,4.0,9.0,961.9545454545455,885.6818181818181
sub28,18,2,34,6.0,3.0,1010.7058823529412,618.3235294117648
sub28,19,3,24,4.0,5.0,964.5833333333334,723.625
sub28,20,1,42,2.0,0.0,917.1428571428571,447.45238095238096
sub28,21,1,19,2.0,4.0,915.5263157894736,677.6842105263158
sub28,22,2,28,9.0,5.0,1128.1785714285713,684.7142857142857
sub28,23,4,32,7.0,6.0,1043.84375,732.15625
sub28,24,4,21,9.0,8.0,1101.142857142857,836.7619047619048
sub28,25,2,16,9.0,1.0,1120.4375,519.125
sub28,26,2,27,4.0,4.0,953.4074074074074,665.2592592592592
sub28,27,2,31,6.0,0.0,1006.7096774193549,481.83870967741933
sub28,28,4,21,6.0,6.0,1018.3809523809524,773.5714285714286
sub28,29,2,19,7.0,3.0,1038.6315789473683,586.6315789473684
sub28,30,1,45,0.0,0.0,830.8222222222222,446.8666666666667
sub28,31,3,9,2.0,9.0,918.2222222222222,931.7777777777778
sub28,32,3,10,1.0,7.0,887.5,819.8
sub28,33,2,33,5.0,4.0,1001.7878787878788,668.7575757575758
sub28,34,3,22,3.0,6.0,933.0,751.0454545454545
sub28,35,2,43,7.0,4.0,1050.5348837209303,634.0232558139535
sub28,36,1,24,0.0,4.0,842.0416666666666,668.875
sub28,37,1,41,3.0,1.0,933.4146341463414,504.8048780487805
sub28,38,2,31,5.0,2.0,985.6129032258065,557.2258064516129
sub28,39,1,34,1.0,0.0,881.6764705882352,486.47058823529414
sub28,40,4,36,6.0,9.0,1008.0,930.7222222222222
sub28,41,1,30,3.0,3.0,925.9333333333333,608.5
sub28,42,1,44,0.0,2.0,823.4545454545455,569.0454545454545
sub28,43,3,27,5.0,6.0,989.5925925925926,744.2222222222222
sub28,44,4,33,9.0,6.0,1124.8484848484848,764.939393939394
sub28,45,2,39,8.0,5.0,1060.025641025641,680.7435897435897
sub28,46,1,34,1.0,2.0,880.0294117647059,552.3235294117648
sub28,47,4,30,8.0,7.0,1063.4666666666667,797.9666666666667
sub28,48,1,28,2.0,0.0,892.8214285714286,433.82142857142856
sub28,49,1,35,4.0,0.0,954.4,443.37142857142857
sub28,50,1,46,3.0,2.0,942.4565217391304,559.3478260869565
sub620,1,2,25,8.0,5.0,272.08,311.32
sub620,2,1,21,1.0,4.0,248.95238095238096,279.04761904761904
sub620,3,3,24,4.0,6.0,258.7916666666667,326.8333333333333
sub620,4,2,11,6.0,1.0,265.90909090909093,198.0
sub620,5,1,11,2.0,1.0,252.9090909090909,215.63636363636363
sub620,6,4,23,6.0,8.0,265.17391304347825,380.7391304347826
sub620,7,3,8,2.0,9.0,251.875,430.25
sub620,8,2,42,5.0,5.0,262.3809523809524,308.64285714285717
sub620,9,1,28,3.0,3.0,257.10714285714283,247.67857142857142
sub620,10,2,15,9.0,2.0,278.1333333333333,236.8
sub620,11,1,41,0.0,0.0,242.46341463414635,149.14634146341464
sub620,12,2,28,7.0,5.0,268.64285714285717,309.64285714285717
sub620,13,4,10,9.0,8.0,276.9,382.8
sub620,14,1,35,3.0,4.0,257.54285714285714,291.6
sub620,15,4,36,7.0,6.0,267.77777777777777,338.1666666666667
sub620,16,4,17,9.0,9.0,274.7647058823529,426.8235294117647
sub620,17,1,12,4.0,0.0,258.6666666666667,171.0
sub620,18,3,21,1.0,5.0,249.76190476190476,299.9047619047619
sub620,19,2,23,6.0,2.0,264.30434782608694,243.69565217391303
sub620,20,2,13,7.0,4.0,270.0,281.53846153846155
sub620,21,2,27,6.0,4.0,265.3703703703704,295.48148148148147
sub620,22,1,13,0.0,3.0,246.46153846153845,254.84615384615384
sub620,23,1,19,1.0,2.0,251.31578947368422,243.94736842105263
sub620,24,3,31,3.0,6.0,255.96774193548387,325.5806451612903
sub620,25,1,20,1.0,0.0,250.65,154.95
sub620,26,4,30,5.0,7.0,263.8333333333333,349.06666666666666
sub620,27,3,24,4.0,7.0,259.7083333333333,361.6666666666667
sub620,28,2,22,9.0,4.0,279.1818181818182,273.77272727272725
sub620,29,1,27,2.0,4.0,254.03703703703704,276.3333333333333
sub620,30,1,16,4.0,1.0,258.75,221.375
sub620,31,4,18,8.0,9.0,270.6666666666667,414.55555555555554
sub620,32,3,8,0.0,9.0,244.875,415.25
sub620,33,2,30,6.0,3.0,265.26666666666665,270.56666666666666
sub620,34,1,34,4.0,3.0,260.2352941176471,265.11764705882354
sub620,35,3,13,4.0,9.0,260.84615384615387,432.84615384615387
sub620,36,4,20,8.0,7.0,272.6,350.3
sub620,37,4,19,9.0,6.0,280.57894736842104,337.05263157894734
sub620,38,2,9,8.0,3.0,273.3333333333333,255.55555555555554
sub620,39,1,14,0.0,1.0,248.14285714285714,218.28571428571428
sub620,40,3,13,0.0,5.0,244.69230769230768,298.46153846153845
sub620,41,2,19,9.0,5.0,278.2105263157895,303.8421052631579
sub620,42,4,20,6.0,9.0,267.2,422.3
sub620,43,3,20,2.0,5.0,252.55,317.4
sub620,44,3,5,2.0,7.0,251.8,354.8
sub620,45,2,9,8.0,2.0,270.55555555555554,222.0
sub620,46,2,16,7.0,3.0,268.3125,247.75
sub620,47,3,9,3.0,9.0,256.3333333333333,446.0
sub620,48,1,13,0.0,1.0,244.30769230769232,200.23076923076923
sub620,49,1,10,2.0,0.0,254.1,168.9
sub620,50,2,17,5.0,2.0,261.8235294117647,222.7058823529412
sub29,1,2,237,6.0,3.0,1303.5274261603377,565.9029535864979
sub29,2,1,169,1.0,1.0,1093.1005917159764,498.27810650887574
sub29,3,4,274,9.0,9.0,1485.2372262773722,704.5
sub29,4,3,281,5.0,6.0,1300.405693950178,636.6939501779359
sub29,5,1,208,3.0,3.0,1183.0576923076924,547.5384615384615
sub29,6,1,164,0.0,3.0,1015.5548780487804,546.0853658536586
sub29,7,4,180,8.0,7.0,1424.6277777777777,673.3944444444444
sub29,8,1,203,2.0,2.0,1165.2906403940888,520.2413793103449
sub29,9,4,176,6.0,8.0,1330.8238636363637,689.8806818181819
sub29,10,1,220,3.0,1.0,1200.1409090909092,501.5
sub29,11,2,311,5.0,3.0,1262.3762057877814,550.1125401929261
sub29,12,3,146,4.0,5.0,1215.2465753424658,606.0890410958904
sub29,13,4,206,7.0,6.0,1387.1796116504854,641.5
sub29,14,1,256,0.0,0.0,1004.57421875,437.109375
sub29,15,3,31,0.0,6.0,1055.4516129032259,638.3870967741935
sub29,16,1,163,2.0,3.0,1140.4723926380368,557.4601226993865
sub29,17,4,189,7.0,8.0,1375.7195767195767,677.6560846560847
sub29,18,1,210,2.0,0.0,1129.8857142857144,459.3
sub29,19,1,161,1.0,3.0,1090.8819875776398,557.9130434782609
sub29,20,2,223,5.0,5.0,1270.053811659193,615.1793721973094
sub29,21,3,138,4.0,6.0,1241.804347826087,642.7028985507246
sub29,22,1,198,1.0,0.0,1085.8484848484848,450.7171717171717
sub29,23,1,100,4.0,0.0,1254.41,483.33
sub29,24,1,132,0.0,1.0,1014.5227272727273,487.1060606060606
sub29,25,1,295,4.0,3.0,1223.7016949152542,558.1559322033899
sub29,26,4,218,6.0,6.0,1343.3853211009175,622.4128440366973
sub29,27,1,226,4.0,2.0,1214.0619469026549,529.3805309734513
sub29,28,2,145,7.0,4.0,1349.7448275862068,585.248275862069
sub29,29,4,226,8.0,8.0,1414.3849557522124,699.1017699115044
sub29,30,3,85,2.0,5.0,1122.929411764706,595.035294117647
sub29,31,1,184,3.0,4.0,1186.233695652174,575.5923913043479
sub29,32,4,206,9.0,8.0,1488.3592233009708,681.4757281553398
sub29,33,2,256,5.0,4.0,1257.28515625,579.15625
sub29,34,1,258,3.0,0.0,1182.5736434108528,464.82945736434107
sub29,35,4,230,8.0,9.0,1433.8826086956522,737.9391304347826
sub29,36,4,261,6.0,7.0,1338.2222222222222,655.0383141762452
sub29,37,1,237,1.0,2.0,1120.0337552742617,522.1392405063291
sub29,38,1,157,0.0,2.0,1074.312101910828,525.515923566879
sub29,39,2,46,8.0,4.0,1411.2826086956522,583.5217391304348
sub29,40,4,396,9.0,9.0,1511.2777777777778,744.5808080808081
sub29,41,1,100,0.0,4.0,1023.23,584.21
sub29,42,1,159,0.0,1.0,1012.0817610062893,512.0503144654089
sub29,43,2,141,6.0,2.0,1305.9645390070923,537.5957446808511
sub29,44,4,91,9.0,6.0,1457.1758241758241,643.5604395604396
sub29,45,4,132,7.0,9.0,1358.2575757575758,747.9924242424242
sub29,46,2,181,5.0,2.0,1257.2154696132598,520.4751381215469
sub29,47,4,53,5.0,9.0,1271.433962264151,735.4150943396227
sub29,48,1,206,2.0,1.0,1146.2718446601941,492.1990291262136
sub29,49,2,189,6.0,5.0,1303.037037037037,596.7037037037037
sub29,50,4,127,5.0,7.0,1288.3858267716535,670.1181102362204
sub30,1,2,484,8.0,5.0,206.47520661157026,252.92768595041323
sub30,2,1,116,0.0,4.0,167.55172413793105,235.66379310344828
sub30,3,4,268,6.0,8.0,197.2089552238806,298.80223880597015
sub30,4,1,353,2.0,2.0,175.93767705382436,199.8526912181303
sub30,5,1,406,3.0,4.0,184.83743842364532,242.69458128078819
sub30,6,2,536,7.0,4.0,201.6455223880597,243.0242537313433
sub30,7,2,369,9.0,3.0,215.9620596205962,223.08130081300814
sub30,8,3,345,3.0,7.0,183.51884057971014,286.51594202898553
sub30,9,1,348,1.0,0.0,172.60632183908046,160.85632183908046
sub30,10,2,393,6.0,3.0,196.91348600508906,224.6793893129771
sub30,11,4,333,7.0,8.0,203.59459459459458,291.0810810810811
sub30,12,4,328,7.0,9.0,200.9969512195122,331.4573170731707
sub30,13,1,385,2.0,4.0,178.94545454545454,234.37142857142857
sub30,14,2,229,6.0,1.0,197.89082969432314,198.06113537117903
sub30,15,3,427,5.0,6.0,193.0046838407494,264.8126463700234
sub30,16,3,187,3.0,9.0,180.59358288770053,318.524064171123
sub30,17,1,299,0.0,1.0,165.22742474916387,190.01003344481606
sub30,18,2,407,5.0,5.0,190.61179361179362,249.84029484029483
sub30,19,3,221,1.0,5.0,174.46153846153845,251.91402714932127
sub30,20,1,366,3.0,3.0,184.3551912568306,222.80601092896174
sub30,21,1,249,2.0,0.0,179.859437751004,173.06827309236948
sub30,22,2,523,6.0,5.0,198.74378585086043,258.78011472275335
sub30,23,4,440,9.0,6.0,214.24545454545455,265.1818181818182
sub30,24,4,333,5.0,9.0,194.15015015015015,335.75075075075074
sub30,25,3,493,4.0,6.0,185.7160243407708,263.12170385395535
sub30,26,2,477,6.0,4.0,195.33333333333334,242.33542976939202
sub30,27,2,500,9.0,4.0,215.172,243.952
sub30,28,4,249,9.0,7.0,212.99598393574297,285.63453815261045
sub30,29,1,372,1.0,1.0,172.44086021505376,189.48924731182797
sub30,30,2,249,7.0,2.0,202.89558232931728,213.21686746987953
sub30,31,1,737,0.0,0.0,162.40434192672998,157.18317503392132
sub30,32,4,281,8.0,9.0,208.33096085409252,329.84697508896795
sub30,33,1,270,4.0,2.0,189.8111111111111,207.9925925925926
sub30,34,3,167,1.0,9.0,172.5688622754491,313.34730538922156
sub30,35,3,237,4.0,9.0,187.51898734177215,328.4978902953587
sub30,36,1,325,0.0,2.0,167.71692307692308,208.15692307692308
sub30,37,4,455,8.0,6.0,204.45714285714286,271.1582417582418
sub30,38,3,198,2.0,7.0,177.6161616161616,287.24242424242425
sub30,39,3,282,4.0,8.0,189.72340425531914,298.2517730496454
sub30,40,2,344,8.0,4.0,206.8168604651163,232.72674418604652
sub30,41,2,128,9.0,1.0,210.8359375,196.5234375
sub30,42,1,322,1.0,3.0,173.30434782608697,220.85403726708074
sub30,43,2,433,5.0,3.0,190.4526558891455,228.83833718244804
sub30,44,3,320,2.0,6.0,179.646875,263.20625
sub30,45,1,297,3.0,2.0,183.35353535353536,199.12121212121212
sub30,46,4,343,6.0,7.0,196.27696793002914,280.93586005830906
sub30,47,3,96,0.0,7.0,170.39583333333334,282.375
sub30,48,1,278,2.0,3.0,178.67985611510792,214.1546762589928
sub30,49,1,151,5.0,0.0,190.52317880794703,176.31788079470198
sub30,50,3,349,4.0,7.0,189.20916905444125,279.5071633237822
